Name,Url,FV,LOT,Location,Sale Date
2016 CHEVROLET MALIBU LS,https://www.copart.com/lot/51358902/,1G1ZB5ST4GF188513,51358902,MN - MINNEAPOLIS,9/22/2022
2014 CHEVROLET CRUZE LT,https://www.copart.com/lot/51365002/,1G1PC5SB6E7441477,51365002,IL - CHICAGO NORTH,9/22/2022
2015 TOYOTA COROLLA L,https://www.copart.com/lot/51406862/,2T1BURHE1FC440454,51406862,MN - MINNEAPOLIS NORTH,9/22/2022
2015 MAZDA CX-5 GT,https://www.copart.com/lot/51411952/,JM3KE4DY3F0470038,51411952,MN - MINNEAPOLIS,9/22/2022
2015 HONDA ODYSSEY EXL,https://www.copart.com/lot/51431132/,5FNRL5H62FB117321,51431132,MN - MINNEAPOLIS,9/22/2022
2005 DODGE RAM 1500 ST,https://www.copart.com/lot/51447432/,1D7HA18NX5J529470,51447432,TX - HOUSTON EAST,9/22/2022
2014 JEEP CHEROKEE LIMITED,https://www.copart.com/lot/51449922/,1C4PJMDSXEW237405,51449922,IL - CHICAGO NORTH,9/22/2022
2014 JEEP GRAND CHEROKEE LIMITED,https://www.copart.com/lot/51461002/,1C4RJFBG7EC184358,51461002,MN - MINNEAPOLIS,9/22/2022
2015 KIA SOUL ,https://www.copart.com/lot/51468162/,KNDJN2A22F7800266,51468162,TN - MEMPHIS,9/22/2022
2015 TOYOTA RAV4 XLE,https://www.copart.com/lot/51487952/,2T3RFREV0FW376961,51487952,MN - MINNEAPOLIS NORTH,9/22/2022
2011 CHEVROLET SILVERADO K1500 LS,https://www.copart.com/lot/51493912/,3GCPKREA1BG154116,51493912,MN - MINNEAPOLIS,9/22/2022
2013 FORD ESCAPE SE,https://www.copart.com/lot/51494052/,1FMCU9GX1DUC76805,51494052,IL - CHICAGO NORTH,9/22/2022
2011 CADILLAC CTS ,https://www.copart.com/lot/51501762/,1G6DC5EY6B0142184,51501762,LA - SHREVEPORT,9/22/2022
2011 BUICK REGAL CXL,https://www.copart.com/lot/51503062/,2G4GY5GVXB9208591,51503062,KS - KANSAS CITY WEST,9/22/2022
2005 HONDA CIVIC EX,https://www.copart.com/lot/51517242/,JHMES26735S001461,51517242,IL - CHICAGO NORTH,9/22/2022
2003 TOYOTA COROLLA CE,https://www.copart.com/lot/51518072/,2T1BR32E83C009810,51518072,TN - MEMPHIS,9/22/2022
2005 TOYOTA SCION XB,https://www.copart.com/lot/51520472/,JTLKT324350190163,51520472,IL - CHICAGO NORTH,9/22/2022
2015 FORD FUSION SE,https://www.copart.com/lot/51544872/,3FA6P0H70FR272750,51544872,MN - MINNEAPOLIS NORTH,9/22/2022
2004 SATURN ION LEVEL 3,https://www.copart.com/lot/51547032/,1G8AL52F64Z210334,51547032,IL - CHICAGO NORTH,9/22/2022
2005 MERCEDES-BENZ E 500 4MATIC,https://www.copart.com/lot/51578642/,WDBUF83J05X175431,51578642,MN - MINNEAPOLIS NORTH,9/22/2022
2016 LEXUS ES 350,https://www.copart.com/lot/51578922/,58ABK1GG0GU026620,51578922,AL - MONTGOMERY,9/22/2022
2015 CHRYSLER 200 LIMITED,https://www.copart.com/lot/51594162/,1C3CCCAB8FN708843,51594162,MN - MINNEAPOLIS,9/22/2022
2012 NISSAN ROGUE S,https://www.copart.com/lot/51600232/,JN8AS5MT2CW281191,51600232,IL - CHICAGO NORTH,9/22/2022
2002 TOYOTA AVALON XL,https://www.copart.com/lot/51609850/,4T1BF28B72U257446,51609850,LA - SHREVEPORT,9/22/2022
2008 CHEVROLET AVEO LT,https://www.copart.com/lot/51652212/,KL1TG56628B246203,51652212,MN - MINNEAPOLIS NORTH,9/22/2022
2004 VOLVO XC90 ,https://www.copart.com/lot/51658302/,YV1CZ59H241048120,51658302,MN - MINNEAPOLIS NORTH,9/22/2022
2006 LEXUS RX 330,https://www.copart.com/lot/51663902/,2T2HA31U66C090459,51663902,MN - MINNEAPOLIS NORTH,9/22/2022
2007 TOYOTA AVALON XL,https://www.copart.com/lot/51664232/,4T1BK36B57U195699,51664232,AL - MONTGOMERY,9/22/2022
2011 GMC ACADIA SLT-2,https://www.copart.com/lot/51671672/,1GKKVSED2BJ249158,51671672,MN - MINNEAPOLIS,9/22/2022
2009 DODGE CHARGER SXT,https://www.copart.com/lot/51685022/,2B3KA33V59H576207,51685022,MN - MINNEAPOLIS,9/22/2022
2009 HONDA CIVIC EX,https://www.copart.com/lot/51710419/,19XFA16899E021475,51710419,TX - SAN ANTONIO,9/22/2022
2014 FORD EDGE SEL,https://www.copart.com/lot/51728012/,2FMDK4JC2EBA71309,51728012,MN - MINNEAPOLIS,9/22/2022
2013 BMW 740 I,https://www.copart.com/lot/51785312/,WBAYA6C5XDD143916,51785312,LA - SHREVEPORT,9/22/2022
2013 CHEVROLET CAMARO LS,https://www.copart.com/lot/51805892/,2G1FA1E38D9151060,51805892,MN - MINNEAPOLIS,9/22/2022
2014 MINI COOPER COUNTRYMAN,https://www.copart.com/lot/51843852/,WMWZB3C53EWR42457,51843852,TX - HOUSTON EAST,9/22/2022
2010 CHRYSLER 300C ,https://www.copart.com/lot/51873332/,2C3CA6CT3AH158143,51873332,IL - CHICAGO NORTH,9/22/2022
2016 LEXUS IS 300,https://www.copart.com/lot/51893992/,JTHCM1D21G5007117,51893992,IL - CHICAGO NORTH,9/22/2022
2016 VOLVO XC60 T5 PREMIER,https://www.copart.com/lot/51897922/,YV4612RK1G2803242,51897922,MN - MINNEAPOLIS,9/22/2022
2016 CHEVROLET TRAX 1LT,https://www.copart.com/lot/51927142/,KL7CJLSB3GB745511,51927142,MN - MINNEAPOLIS,9/22/2022
2014 NISSAN LEAF S,https://www.copart.com/lot/51961412/,1N4AZ0CP6EC335052,51961412,IL - CHICAGO NORTH,9/22/2022
2011 FORD TAURUS SE,https://www.copart.com/lot/51979832/,1FAHP2DW3BG172998,51979832,MN - MINNEAPOLIS NORTH,9/22/2022
2006 TOYOTA SEQUOIA LIMITED,https://www.copart.com/lot/51988012/,5TDBT48A96S270449,51988012,MN - MINNEAPOLIS NORTH,9/22/2022
2007 TOYOTA TUNDRA ,https://www.copart.com/lot/52010682/,5TFJU52117X001879,52010682,LA - SHREVEPORT,9/22/2022
2013 DODGE CHARGER SE,https://www.copart.com/lot/52012702/,2C3CDXBG2DH512742,52012702,AL - DOTHAN,9/22/2022
2011 HONDA ODYSSEY EXL,https://www.copart.com/lot/52026652/,5FNRL5H64BB030725,52026652,MN - MINNEAPOLIS NORTH,9/22/2022
2005 HONDA ACCORD LX,https://www.copart.com/lot/52034112/,1HGCM564X5A086896,52034112,IL - CHICAGO NORTH,9/22/2022
2011 NISSAN ROGUE S,https://www.copart.com/lot/52047962/,JN8AS5MV5BW255605,52047962,KS - KANSAS CITY WEST,9/22/2022
2013 ACURA ILX 20 TECH,https://www.copart.com/lot/52049682/,19VDE1F77DE001293,52049682,IL - CHICAGO NORTH,9/22/2022
2015 CHEVROLET EQUINOX LT,https://www.copart.com/lot/52056512/,2GNALBEK5F6390120,52056512,MN - MINNEAPOLIS NORTH,9/22/2022
2014 CHEVROLET SILVERADO K1500 LTZ,https://www.copart.com/lot/52066222/,3GCUKSEC3EG184377,52066222,KS - KANSAS CITY,9/22/2022
2015 NISSAN SENTRA S,https://www.copart.com/lot/52084772/,3N1AB7AP8FY314760,52084772,IL - CHICAGO NORTH,9/22/2022
2015 TOYOTA SIENNA XLE,https://www.copart.com/lot/52087732/,5TDYK3DC4FS618088,52087732,MN - MINNEAPOLIS,9/22/2022
2010 VOLKSWAGEN CC SPORT,https://www.copart.com/lot/52127192/,WVWNN7AN4AE536433,52127192,MN - MINNEAPOLIS,9/22/2022
2016 DODGE JOURNEY SXT,https://www.copart.com/lot/52147342/,3C4PDCBG0GT198672,52147342,MN - MINNEAPOLIS,9/22/2022
2013 TOYOTA RAV4 XLE,https://www.copart.com/lot/52150592/,2T3RFREV0DW102186,52150592,MN - MINNEAPOLIS NORTH,9/22/2022
2008 BMW 328 XI,https://www.copart.com/lot/52157212/,WBAVC93568K039276,52157212,MN - MINNEAPOLIS,9/22/2022
2016 NISSAN ROGUE S,https://www.copart.com/lot/52157722/,5N1AT2MT8GC899979,52157722,MN - MINNEAPOLIS,9/22/2022
2011 CHEVROLET MALIBU 1LT,https://www.copart.com/lot/52158642/,1G1ZC5E15BF217033,52158642,AL - DOTHAN,9/22/2022
2014 NISSAN ROGUE S,https://www.copart.com/lot/52175942/,5N1AT2MV6EC831999,52175942,MN - MINNEAPOLIS NORTH,9/22/2022
2004 DODGE DURANGO LIMITED,https://www.copart.com/lot/52176902/,1D8HB58D94F136911,52176902,IL - CHICAGO NORTH,9/22/2022
2010 INFINITI QX56 ,https://www.copart.com/lot/52179902/,5N3ZA0NE1AN900132,52179902,MN - MINNEAPOLIS NORTH,9/22/2022
2012 MITSUBISHI LANCER ES/ES SPORT,https://www.copart.com/lot/52191572/,JA32U2FU3CU032259,52191572,MN - MINNEAPOLIS NORTH,9/22/2022
2010 HONDA ODYSSEY EX,https://www.copart.com/lot/52192722/,5FNRL3H56AB026346,52192722,TX - DALLAS,9/22/2022
2014 MAZDA 5 SPORT,https://www.copart.com/lot/52196512/,JM1CW2BL1E0171507,52196512,MN - MINNEAPOLIS,9/22/2022
2011 CHEVROLET SILVERADO K1500 LT,https://www.copart.com/lot/52199432/,1GCRKSE33BZ347580,52199432,MN - MINNEAPOLIS NORTH,9/22/2022
2011 HYUNDAI SONATA GLS,https://www.copart.com/lot/52211262/,5NPEB4AC7BH154470,52211262,MN - MINNEAPOLIS NORTH,9/22/2022
2015 SUBARU FORESTER 2.5I PREMIUM,https://www.copart.com/lot/52213082/,JF2SJADC3FH466792,52213082,IL - CHICAGO NORTH,9/22/2022
2012 TOYOTA PRIUS ,https://www.copart.com/lot/52220612/,JTDKN3DU5C1609902,52220612,MN - MINNEAPOLIS NORTH,9/22/2022
2015 FORD FOCUS TITANIUM,https://www.copart.com/lot/52229102/,1FADP3N23FL273990,52229102,TN - MEMPHIS,9/22/2022
2002 ISUZU RODEO S,https://www.copart.com/lot/52246862/,4S2CK58W624329234,52246862,KS - KANSAS CITY WEST,9/22/2022
2007 HONDA ODYSSEY EXL,https://www.copart.com/lot/52281882/,5FNRL38697B461878,52281882,MN - MINNEAPOLIS NORTH,9/22/2022
2010 ACURA TSX ,https://www.copart.com/lot/52295832/,JH4CU2F64AC014393,52295832,IL - CHICAGO NORTH,9/22/2022
2011 FORD RANGER SUPER CAB,https://www.copart.com/lot/52302362/,1FTLR4FE4BPB14204,52302362,IL - CHICAGO NORTH,9/22/2022
2013 NISSAN ALTIMA 2.5,https://www.copart.com/lot/52310562/,1N4AL3AP1DC192807,52310562,MN - MINNEAPOLIS,9/22/2022
2008 TOYOTA HIGHLANDER LIMITED,https://www.copart.com/lot/52321172/,JTEDS42A882021442,52321172,AL - DOTHAN,9/22/2022
2007 LEXUS ES 350,https://www.copart.com/lot/52327872/,JTHBJ46GX72116840,52327872,MN - MINNEAPOLIS NORTH,9/22/2022
2014 FORD ESCAPE SE,https://www.copart.com/lot/52332532/,1FMCU0GX4EUD17375,52332532,MN - MINNEAPOLIS NORTH,9/22/2022
2012 TOYOTA HIGHLANDER BASE,https://www.copart.com/lot/52341882/,5TDBK3EH4CS131128,52341882,MN - MINNEAPOLIS NORTH,9/22/2022
2013 LAND ROVER RANGE ROVER EVOQUE PURE PLUS,https://www.copart.com/lot/52349572/,SALVP2BG1DH839663,52349572,IL - CHICAGO NORTH,9/22/2022
2015 CHRYSLER 200 LIMITED,https://www.copart.com/lot/52350552/,1C3CCCAB9FN689526,52350552,IL - CHICAGO NORTH,9/22/2022
2014 CHEVROLET TRAVERSE LT,https://www.copart.com/lot/52358922/,1GNKVGKDXEJ288119,52358922,MN - MINNEAPOLIS NORTH,9/22/2022
2004 HONDA ACCORD EX,https://www.copart.com/lot/52372682/,1HGCM56624A023923,52372682,IL - CHICAGO NORTH,9/22/2022
2010 SUZUKI KIZASHI SE,https://www.copart.com/lot/52386532/,JS2RE9A30A6101310,52386532,MN - MINNEAPOLIS,9/22/2022
2015 VOLKSWAGEN JETTA SE,https://www.copart.com/lot/52388722/,3VWD17AJXFM257913,52388722,IL - CHICAGO NORTH,9/22/2022
2016 CHEVROLET SILVERADO C1500 LT,https://www.copart.com/lot/52395322/,3GCPCREC9GG166875,52395322,TN - MEMPHIS,9/22/2022
2007 CADILLAC ESCALADE LUXURY,https://www.copart.com/lot/52396802/,1GYFK63837R256643,52396802,MN - MINNEAPOLIS NORTH,9/22/2022
2013 NISSAN ROGUE S,https://www.copart.com/lot/52399292/,JN8AS5MV5DW612252,52399292,IL - CHICAGO NORTH,9/22/2022
2013 HYUNDAI ELANTRA GLS,https://www.copart.com/lot/52403092/,KMHDH4AE6DU981117,52403092,TN - MEMPHIS,9/22/2022
2013 TOYOTA COROLLA BASE,https://www.copart.com/lot/52405292/,5YFBU4EE2DP140734,52405292,MN - MINNEAPOLIS,9/22/2022
2016 CHEVROLET MALIBU LT,https://www.copart.com/lot/52408652/,1G1ZE5ST2GF335807,52408652,MN - MINNEAPOLIS NORTH,9/22/2022
2015 TESLA MODEL S P85D,https://www.copart.com/lot/52409052/,5YJSA1H47FF093919,52409052,MN - MINNEAPOLIS,9/22/2022
2011 NISSAN MAXIMA S,https://www.copart.com/lot/52435182/,1N4AA5AP8BC867311,52435182,TX - HOUSTON EAST,9/22/2022
2013 KIA RIO LX,https://www.copart.com/lot/52442262/,KNADM4A38D6107755,52442262,MN - MINNEAPOLIS NORTH,9/22/2022
2013 KIA RIO EX,https://www.copart.com/lot/52451692/,KNADN4A36D6273396,52451692,IL - CHICAGO NORTH,9/22/2022
2008 TOYOTA HIGHLANDER ,https://www.copart.com/lot/52460282/,JTEDS41A382046900,52460282,MN - MINNEAPOLIS,9/22/2022
2000 MERCURY GRAND MARQUIS LS,https://www.copart.com/lot/52462021/,2MEFM75W6YX664710,52462021,LA - SHREVEPORT,9/22/2022
2003 NISSAN ALTIMA BASE,https://www.copart.com/lot/52462461/,1N4AL11D53C349067,52462461,LA - SHREVEPORT,9/22/2022
2007 CHEVROLET MONTE CARLO SS,https://www.copart.com/lot/52499652/,2G1WL15C979224564,52499652,KS - KANSAS CITY,9/22/2022
2004 LEXUS ES 330,https://www.copart.com/lot/52503002/,JTHBA30G740007956,52503002,KS - KANSAS CITY WEST,9/22/2022
2012 NISSAN VERSA S,https://www.copart.com/lot/52516842/,3N1CN7AP5CL857623,52516842,MN - MINNEAPOLIS,9/22/2022
2011 CHEVROLET COLORADO LT,https://www.copart.com/lot/52532272/,1GCESCF94B8138975,52532272,MN - MINNEAPOLIS NORTH,9/22/2022
2015 HYUNDAI SONATA SE,https://www.copart.com/lot/52532332/,5NPE24AF8FH121753,52532332,MN - MINNEAPOLIS,9/22/2022
2008 FORD F250 SUPER DUTY,https://www.copart.com/lot/52533942/,1FTSX21R58EE48651,52533942,MN - MINNEAPOLIS NORTH,9/22/2022
2011 HONDA ACCORD LX,https://www.copart.com/lot/52539922/,1HGCP2F31BA052967,52539922,KS - KANSAS CITY WEST,9/22/2022
2012 NISSAN MAXIMA S,https://www.copart.com/lot/52556412/,1N4AA5AP5CC823705,52556412,MN - MINNEAPOLIS NORTH,9/22/2022
2015 MAZDA CX-5 TOURING,https://www.copart.com/lot/52608002/,JM3KE4CY4F0479980,52608002,MN - MINNEAPOLIS NORTH,9/22/2022
2008 KIA SPECTRA EX,https://www.copart.com/lot/52610012/,KNAFE121185515754,52610012,MN - MINNEAPOLIS,9/22/2022
2012 KIA OPTIMA SX,https://www.copart.com/lot/52610532/,5XXGR4A66CG064867,52610532,IL - CHICAGO NORTH,9/22/2022
2013 ACURA MDX TECHNOLOGY,https://www.copart.com/lot/52618992/,2HNYD2H39DH508318,52618992,MN - MINNEAPOLIS NORTH,9/22/2022
2014 DODGE DART SXT,https://www.copart.com/lot/52624372/,1C3CDFBB8ED904010,52624372,MN - MINNEAPOLIS,9/22/2022
2011 GMC CANYON SLE,https://www.copart.com/lot/52625542/,1GTD5MFEXB8106229,52625542,LA - SHREVEPORT,9/22/2022
2011 JEEP COMPASS SPORT,https://www.copart.com/lot/52627182/,1J4NF1FB0BD223616,52627182,MN - MINNEAPOLIS NORTH,9/22/2022
2015 TOYOTA CAMRY LE,https://www.copart.com/lot/52639752/,4T1BF1FK2FU988286,52639752,IL - CHICAGO NORTH,9/22/2022
2009 TOYOTA TACOMA ACCESS CAB,https://www.copart.com/lot/52640282/,5TEUU42N09Z598108,52640282,MN - MINNEAPOLIS NORTH,9/22/2022
2016 TOYOTA RAV4 XLE,https://www.copart.com/lot/52643212/,2T3RFREV1GW436960,52643212,MN - MINNEAPOLIS,9/22/2022
2009 NISSAN MURANO S,https://www.copart.com/lot/52648482/,JN8AZ18W89W123245,52648482,IL - CHICAGO NORTH,9/22/2022
2016 DODGE GRAND CARAVAN SXT,https://www.copart.com/lot/52651492/,2C4RDGCG6GR201821,52651492,MN - MINNEAPOLIS NORTH,9/22/2022
2008 FORD ESCAPE XLT,https://www.copart.com/lot/52660142/,1FMCU93158KE77772,52660142,MN - MINNEAPOLIS NORTH,9/22/2022
2012 MAZDA CX-7 ,https://www.copart.com/lot/52667022/,JM3ER2B56C0419238,52667022,IL - CHICAGO NORTH,9/22/2022
2014 FORD F150 SUPER CAB,https://www.copart.com/lot/52670002/,1FTFX1EF9EFD11083,52670002,MN - MINNEAPOLIS NORTH,9/22/2022
2015 SUBARU LEGACY 2.5I PREMIUM,https://www.copart.com/lot/52674462/,4S3BNBF60F3045366,52674462,MN - MINNEAPOLIS NORTH,9/22/2022
2013 CHEVROLET CRUZE LT,https://www.copart.com/lot/52683172/,1G1PC5SB9D7307545,52683172,MN - MINNEAPOLIS NORTH,9/22/2022
2007 HONDA ODYSSEY TOURING,https://www.copart.com/lot/52684802/,5FNRL38807B113114,52684802,MN - MINNEAPOLIS NORTH,9/22/2022
2011 NISSAN ALTIMA SR,https://www.copart.com/lot/52695972/,1N4BL2AP7BN400009,52695972,MN - MINNEAPOLIS NORTH,9/22/2022
2010 FORD EDGE SEL,https://www.copart.com/lot/52696102/,2FMDK4JC6ABB74839,52696102,MN - MINNEAPOLIS,9/22/2022
2013 CHEVROLET CRUZE LS,https://www.copart.com/lot/52700572/,1G1PB5SH9D7284663,52700572,KS - KANSAS CITY WEST,9/22/2022
2011 JEEP COMPASS SPORT,https://www.copart.com/lot/52702492/,1J4NF1FB2BD210673,52702492,MN - MINNEAPOLIS NORTH,9/22/2022
2015 CHEVROLET IMPALA LIMITED LT,https://www.copart.com/lot/52702952/,2G1WB5E30F1167078,52702952,MN - MINNEAPOLIS NORTH,9/22/2022
2002 FORD TAURUS SES,https://www.copart.com/lot/52706592/,1FAFP55212G232183,52706592,MN - MINNEAPOLIS NORTH,9/22/2022
2015 TOYOTA RAV4 LE,https://www.copart.com/lot/52717492/,JTMZFREV4FJ055679,52717492,KS - KANSAS CITY WEST,9/22/2022
2016 TOYOTA RAV4 XLE,https://www.copart.com/lot/52725822/,2T3RFREV9GW426855,52725822,MN - MINNEAPOLIS NORTH,9/22/2022
2015 VOLKSWAGEN JETTA SE,https://www.copart.com/lot/52728462/,3VWD17AJ1FM253863,52728462,MN - MINNEAPOLIS,9/22/2022
2004 MERCURY MOUNTAINEER,https://www.copart.com/lot/52736640/,4M2ZU86K54UJ17164,52736640,TX - HOUSTON EAST,9/22/2022
2016 KIA OPTIMA LX,https://www.copart.com/lot/52745252/,5XXGT4L38GG101637,52745252,MN - MINNEAPOLIS NORTH,9/22/2022
2010 FORD ESCAPE LIMITED,https://www.copart.com/lot/52759632/,1FMCU0EGXAKC77117,52759632,MN - MINNEAPOLIS,9/22/2022
2016 MAZDA 6 GRAND TOURING,https://www.copart.com/lot/52799962/,JM1GJ1W50G1412556,52799962,MN - MINNEAPOLIS,9/22/2022
2004 VOLVO XC90 T6,https://www.copart.com/lot/52801452/,YV1CZ91H341099175,52801452,MN - MINNEAPOLIS,9/22/2022
2009 TOYOTA PRIUS ,https://www.copart.com/lot/52818052/,JTDKB20U497875412,52818052,IL - CHICAGO NORTH,9/22/2022
2008 FORD ESCAPE LIMITED,https://www.copart.com/lot/52823942/,1FMCU94128KC63675,52823942,MN - MINNEAPOLIS,9/22/2022
2016 TOYOTA COROLLA L,https://www.copart.com/lot/52833052/,2T1BURHEXGC728751,52833052,MN - MINNEAPOLIS,9/22/2022
2015 JEEP GRAND CHEROKEE LIMITED,https://www.copart.com/lot/52834632/,1C4RJFBGXFC612683,52834632,MN - MINNEAPOLIS NORTH,9/22/2022
2016 NISSAN SENTRA S,https://www.copart.com/lot/52856491/,3N1AB7AP6GY215596,52856491,LA - SHREVEPORT,9/22/2022
2015 RAM 1500 SLT,https://www.copart.com/lot/52875312/,1C6RR6LT1FS582295,52875312,AL - MONTGOMERY,9/22/2022
2014 CHEVROLET EQUINOX LS,https://www.copart.com/lot/52891182/,2GNALAEK6E6333398,52891182,TN - MEMPHIS,9/22/2022
2012 CHEVROLET EQUINOX LS,https://www.copart.com/lot/52916392/,2GNALBEK4C1108915,52916392,MN - MINNEAPOLIS NORTH,9/22/2022
2011 FORD FUSION SEL,https://www.copart.com/lot/52920742/,3FAHP0JA9BR302451,52920742,MN - MINNEAPOLIS,9/22/2022
2002 GMC SIERRA K2500 HEAVY DUTY,https://www.copart.com/lot/52938472/,1GTHK23U92F187259,52938472,IL - CHICAGO NORTH,9/22/2022
2010 CADILLAC ESCALADE PREMIUM,https://www.copart.com/lot/52946062/,1GYUCCEF5AR222659,52946062,AL - MONTGOMERY,9/22/2022
2001 BMW X5 4.4I,https://www.copart.com/lot/52950962/,WBAFB33581LH14228,52950962,KS - KANSAS CITY WEST,9/22/2022
2012 TOYOTA HIGHLANDER BASE,https://www.copart.com/lot/52977552/,5TDBK3EH8CS146439,52977552,MN - MINNEAPOLIS NORTH,9/22/2022
2016 NISSAN VERSA S,https://www.copart.com/lot/52979952/,3N1CN7AP1GL896036,52979952,IL - CHICAGO NORTH,9/22/2022
2014 CHEVROLET CAPTIVA LTZ,https://www.copart.com/lot/52985852/,3GNAL4EK8ES672196,52985852,MN - MINNEAPOLIS NORTH,9/22/2022
2015 FORD F150 SUPERCREW,https://www.copart.com/lot/52987602/,1FTEW1EF8FKE19735,52987602,IL - CHICAGO NORTH,9/22/2022
2014 MAZDA 6 TOURING,https://www.copart.com/lot/52997962/,JM1GJ1T5XE1113464,52997962,KS - KANSAS CITY WEST,9/22/2022
2010 SUBARU OUTBACK 2.5I LIMITED,https://www.copart.com/lot/53005872/,4S4BRCKC2A3383958,53005872,MN - MINNEAPOLIS NORTH,9/22/2022
2007 CHEVROLET COBALT LT,https://www.copart.com/lot/53017882/,1G1AL55F977360030,53017882,IL - CHICAGO NORTH,9/22/2022
2010 CHRYSLER PT CRUISER ,https://www.copart.com/lot/53026602/,3A4GY5F96AT156116,53026602,MN - MINNEAPOLIS,9/22/2022
2005 FORD FOCUS ZXW,https://www.copart.com/lot/53045722/,1FAFP36N45W125247,53045722,IL - CHICAGO NORTH,9/22/2022
2015 BMW M5 ,https://www.copart.com/lot/53052722/,WBSFV9C55FD594621,53052722,IL - CHICAGO NORTH,9/22/2022
2014 CHEVROLET IMPALA LIMITED LT,https://www.copart.com/lot/53082532/,2G1WB5E3XE1179527,53082532,MN - MINNEAPOLIS NORTH,9/22/2022
2011 MINI COOPER CLUBMAN,https://www.copart.com/lot/53101472/,WMWZF3C51BTX82371,53101472,MN - MINNEAPOLIS,9/22/2022
2011 HONDA CR-Z EX,https://www.copart.com/lot/53104252/,JHMZF1D68BS003356,53104252,MN - MINNEAPOLIS NORTH,9/22/2022
2015 HONDA CR-V EXL,https://www.copart.com/lot/53122252/,5J6RM4H73FL090637,53122252,MN - MINNEAPOLIS,9/22/2022
2013 NISSAN MURANO S,https://www.copart.com/lot/53130672/,JN8AZ1MW5DW323806,53130672,MN - MINNEAPOLIS,9/22/2022
2012 HONDA CIVIC LX,https://www.copart.com/lot/53133662/,19XFB2F55CE070169,53133662,MN - MINNEAPOLIS,9/22/2022
2004 TOYOTA SIENNA CE,https://www.copart.com/lot/53139362/,5TDZA23CX4S063535,53139362,KS - KANSAS CITY WEST,9/22/2022
2003 TOYOTA COROLLA CE,https://www.copart.com/lot/53140592/,1NXBR38E33Z165128,53140592,MN - MINNEAPOLIS NORTH,9/22/2022
2010 TOYOTA 4RUNNER SR5,https://www.copart.com/lot/53144202/,JTEBU5JR7A5015893,53144202,KS - KANSAS CITY WEST,9/22/2022
2015 RAM 1500 SLT,https://www.copart.com/lot/53145712/,1C6RR7TM0FS732170,53145712,MN - MINNEAPOLIS NORTH,9/22/2022
2009 AUDI A4 2.0T QUATTRO,https://www.copart.com/lot/53152282/,WAULF78K59A082595,53152282,MN - MINNEAPOLIS NORTH,9/22/2022
2012 HYUNDAI ELANTRA GLS,https://www.copart.com/lot/53153131/,5NPDH4AE5CH135395,53153131,TX - HOUSTON EAST,9/22/2022
2000 CHEVROLET CORVETTE ,https://www.copart.com/lot/53165752/,1G1YY32GXY5106356,53165752,IL - CHICAGO NORTH,9/22/2022
2013 KIA OPTIMA SX,https://www.copart.com/lot/53166182/,5XXGR4A60DG112199,53166182,MN - MINNEAPOLIS NORTH,9/22/2022
2014 RAM 1500 ST,https://www.copart.com/lot/53171062/,1C6RR7FT3ES375567,53171062,MN - MINNEAPOLIS,9/22/2022
2014 FORD EXPEDITION EL XLT,https://www.copart.com/lot/53175132/,1FMJK1J51EEF44642,53175132,MN - MINNEAPOLIS NORTH,9/22/2022
2016 GMC YUKON XL K1500 SLT,https://www.copart.com/lot/53187222/,1GKS2GKCXGR189799,53187222,MN - MINNEAPOLIS NORTH,9/22/2022
2005 TOYOTA SCION XA ,https://www.copart.com/lot/53188772/,JTKKT624950117630,53188772,IL - CHICAGO NORTH,9/22/2022
2014 CHEVROLET TRAVERSE LT,https://www.copart.com/lot/53208242/,1GNKVHKD2EJ164237,53208242,MN - MINNEAPOLIS NORTH,9/22/2022
2013 NISSAN JUKE S,https://www.copart.com/lot/53235342/,JN8AF5MV0DT222438,53235342,MN - MINNEAPOLIS,9/22/2022
2013 VOLKSWAGEN PASSAT SE,https://www.copart.com/lot/53236342/,1VWBP7A35DC051209,53236342,MN - MINNEAPOLIS,9/22/2022
2008 DODGE DAKOTA SPORT,https://www.copart.com/lot/53244062/,1D7HW68N48S564387,53244062,MN - MINNEAPOLIS,9/22/2022
2015 TOYOTA TACOMA ACCESS CAB,https://www.copart.com/lot/53252302/,5TFUU4EN6FX143150,53252302,IL - CHICAGO NORTH,9/22/2022
2006 MITSUBISHI ECLIPSE GT,https://www.copart.com/lot/53260122/,4A3AK34T76E029170,53260122,MN - MINNEAPOLIS,9/22/2022
2016 GMC YUKON XL K1500 SLT,https://www.copart.com/lot/53268402/,1GKS2GKCXGR218301,53268402,IL - CHICAGO NORTH,9/22/2022
2013 MERCEDES-BENZ C 300 4MATIC,https://www.copart.com/lot/53317192/,WDDGF8AB2DR285643,53317192,IL - CHICAGO NORTH,9/22/2022
2007 CHEVROLET SILVERADO C1500 CLASSIC,https://www.copart.com/lot/53325532/,1GCEC14X17Z129221,53325532,LA - SHREVEPORT,9/22/2022
2013 FORD ESCAPE TITANIUM,https://www.copart.com/lot/53346952/,1FMCU0J96DUB46556,53346952,MN - MINNEAPOLIS,9/22/2022
2011 JEEP PATRIOT SPORT,https://www.copart.com/lot/53350652/,1J4NT1GB9BD119729,53350652,MN - MINNEAPOLIS,9/22/2022
2011 JEEP COMPASS SPORT,https://www.copart.com/lot/53353242/,1J4NT1FB7BD138135,53353242,LA - SHREVEPORT,9/22/2022
